,cuisine,count,percentage
40,Ice Cream,3,0.017142857142857144
28,Diner,3,0.017142857142857144
31,Fast Food,3,0.017142857142857144
33,French,3,0.017142857142857144
35,Fusion,3,0.017142857142857144
37,Greek,3,0.017142857142857144
41,Indian,3,0.017142857142857144
42,International,3,0.017142857142857144
43,Italian,3,0.017142857142857144
44,Japanese,3,0.017142857142857144
