,cuisine,count,percentage
0,Afghan,1,0.0136986301369863
37,Ice Cream,1,0.0136986301369863
53,Peruvian,1,0.0136986301369863
52,Pakistani,1,0.0136986301369863
51,New American,1,0.0136986301369863
50,Moroccan,1,0.0136986301369863
49,Middle Eastern,1,0.0136986301369863
48,Mexican,1,0.0136986301369863
47,Mediterranean,1,0.0136986301369863
46,Lebanese,1,0.0136986301369863
