,cuisine,count,percentage
32,Fast Food,3,0.01694915254237288
21,Chinese,3,0.01694915254237288
25,Desserts,3,0.01694915254237288
27,Diner,3,0.01694915254237288
31,European,3,0.01694915254237288
78,Sushi,3,0.01694915254237288
77,Steak,3,0.01694915254237288
40,Hawaiian,3,0.01694915254237288
41,Healthy Food,3,0.01694915254237288
42,Ice Cream,3,0.01694915254237288
