,cuisine,count,percentage
1,American,9,0.024193548387096774
56,Sandwich,9,0.024193548387096774
27,Fast Food,9,0.024193548387096774
50,Pizza,9,0.024193548387096774
32,Greek,9,0.024193548387096774
63,Steak,9,0.024193548387096774
22,Diner,9,0.024193548387096774
46,Mexican,9,0.024193548387096774
36,Ice Cream,9,0.024193548387096774
17,Coffee and Tea,9,0.024193548387096774
