,cuisine,count,percentage
57,Italian,10,0.017482517482517484
14,Burger,10,0.017482517482517484
32,Donuts,10,0.017482517482517484
37,Fast Food,10,0.017482517482517484
48,Healthy Food,10,0.017482517482517484
50,Ice Cream,10,0.017482517482517484
1,American,10,0.017482517482517484
23,Coffee and Tea,10,0.017482517482517484
22,Chinese,10,0.017482517482517484
59,Japanese,10,0.017482517482517484
