,cuisine,count,percentage
82,Seafood,12,0.0182370820668693
14,Burger,12,0.0182370820668693
33,Donuts,12,0.0182370820668693
31,Diner,12,0.0182370820668693
29,Desserts,12,0.0182370820668693
52,International,12,0.0182370820668693
55,Italian,12,0.0182370820668693
57,Japanese,12,0.0182370820668693
23,Coffee and Tea,12,0.0182370820668693
22,Chinese,12,0.0182370820668693
