,cuisine,count,percentage
0,American,3,0.02564102564102564
12,Chinese,3,0.02564102564102564
32,Ice Cream,3,0.02564102564102564
33,Indian,3,0.02564102564102564
22,Fast Food,3,0.02564102564102564
36,Italian,3,0.02564102564102564
18,Diner,3,0.02564102564102564
17,Desserts,3,0.02564102564102564
42,Mexican,3,0.02564102564102564
45,Pizza,3,0.02564102564102564
