,cuisine,count,percentage
62,Japanese,10,0.012987012987012988
60,Italian,10,0.012987012987012988
42,Fast Food,10,0.012987012987012988
93,Sandwich,10,0.012987012987012988
83,Pizza,10,0.012987012987012988
70,Mexican,10,0.012987012987012988
25,Chinese,10,0.012987012987012988
26,Coffee and Tea,10,0.012987012987012988
57,International,10,0.012987012987012988
96,Seafood,10,0.012987012987012988
