,cuisine,count,percentage
2,American,90,0.019463667820069204
29,Chinese,90,0.019463667820069204
18,Burger,90,0.019463667820069204
78,Mexican,90,0.019463667820069204
46,Fast Food,90,0.019463667820069204
41,Donuts,90,0.019463667820069204
91,Pizza,90,0.019463667820069204
102,Sandwich,89,0.019247404844290657
37,Desserts,89,0.019247404844290657
30,Coffee and Tea,89,0.019247404844290657
