,cuisine,count,percentage
0,Afghan,2,0.011904761904761904
53,Irish,2,0.011904761904761904
63,Mexican,2,0.011904761904761904
62,Mediterranean,2,0.011904761904761904
60,Latin American,2,0.011904761904761904
59,Korean,2,0.011904761904761904
58,Juices,2,0.011904761904761904
56,Japanese,2,0.011904761904761904
54,Italian,2,0.011904761904761904
52,Iranian,2,0.011904761904761904
