,cuisine,count,percentage
45,International,5,0.015873015873015872
55,Mediterranean,5,0.015873015873015872
34,Fast Food,5,0.015873015873015872
37,French,5,0.015873015873015872
40,German,5,0.015873015873015872
41,Greek,5,0.015873015873015872
42,Healthy Food,5,0.015873015873015872
43,Ice Cream,5,0.015873015873015872
44,Indian,5,0.015873015873015872
47,Italian,5,0.015873015873015872
