,cuisine,count,percentage
44,Ice Cream,5,0.016233766233766232
57,Mexican,5,0.016233766233766232
33,Fast Food,5,0.016233766233766232
36,French,5,0.016233766233766232
40,Greek,5,0.016233766233766232
43,Healthy Food,5,0.016233766233766232
45,Indian,5,0.016233766233766232
46,International,5,0.016233766233766232
49,Italian,5,0.016233766233766232
51,Japanese,5,0.016233766233766232
