,cuisine,count,percentage
0,American,2,0.027777777777777776
29,Pizza,2,0.027777777777777776
1,Asian,2,0.027777777777777776
23,International,2,0.027777777777777776
24,Italian,2,0.027777777777777776
25,Japanese,2,0.027777777777777776
26,Korean,2,0.027777777777777776
27,Mexican,2,0.027777777777777776
30,Salad,2,0.027777777777777776
20,Greek,2,0.027777777777777776
