,cuisine,count,percentage
16,Coffee and Tea,8,0.02359882005899705
56,Pizza,8,0.02359882005899705
21,Desserts,8,0.02359882005899705
24,Donuts,8,0.02359882005899705
50,Mexican,8,0.02359882005899705
64,Sandwich,8,0.02359882005899705
47,Latin American,8,0.02359882005899705
15,Chinese,8,0.02359882005899705
65,Seafood,8,0.02359882005899705
12,Cafe,8,0.02359882005899705
