,cuisine,count,percentage
0,American,3,0.020833333333333332
48,Seafood,3,0.020833333333333332
20,Donuts,3,0.020833333333333332
22,Fast Food,3,0.020833333333333332
54,Sushi,3,0.020833333333333332
53,Steak,3,0.020833333333333332
26,Greek,3,0.020833333333333332
50,Southern,3,0.020833333333333332
47,Sandwich,3,0.020833333333333332
17,Desserts,3,0.020833333333333332
