,cuisine,count,percentage
0,Afghan,1,0.010869565217391304
58,Mediterranean,1,0.010869565217391304
67,Pub Food,1,0.010869565217391304
66,Portuguese,1,0.010869565217391304
65,Pizza,1,0.010869565217391304
64,Peruvian,1,0.010869565217391304
63,Pakistani,1,0.010869565217391304
62,New American,1,0.010869565217391304
61,Moroccan,1,0.010869565217391304
60,Middle Eastern,1,0.010869565217391304
