,cuisine,count,percentage,state_code
48,Ice Cream,7,0.019178082191780823,WI
12,Breakfast,7,0.019178082191780823,WI
37,Fast Food,7,0.019178082191780823,WI
25,Coffee and Tea,7,0.019178082191780823,WI
24,Chinese,7,0.019178082191780823,WI
54,Italian,7,0.019178082191780823,WI
63,Mexican,7,0.019178082191780823,WI
17,Cafe,7,0.019178082191780823,WI
70,Pizza,7,0.019178082191780823,WI
15,Burger,7,0.019178082191780823,WI
