,cuisine,count,percentage,state_code
82,Seafood,12,0.0182370820668693,AZ
14,Burger,12,0.0182370820668693,AZ
33,Donuts,12,0.0182370820668693,AZ
31,Diner,12,0.0182370820668693,AZ
29,Desserts,12,0.0182370820668693,AZ
52,International,12,0.0182370820668693,AZ
55,Italian,12,0.0182370820668693,AZ
57,Japanese,12,0.0182370820668693,AZ
23,Coffee and Tea,12,0.0182370820668693,AZ
22,Chinese,12,0.0182370820668693,AZ
