,cuisine,count,percentage,state_code
32,Fast Food,3,0.01694915254237288,UT
21,Chinese,3,0.01694915254237288,UT
25,Desserts,3,0.01694915254237288,UT
27,Diner,3,0.01694915254237288,UT
31,European,3,0.01694915254237288,UT
78,Sushi,3,0.01694915254237288,UT
77,Steak,3,0.01694915254237288,UT
40,Hawaiian,3,0.01694915254237288,UT
41,Healthy Food,3,0.01694915254237288,UT
42,Ice Cream,3,0.01694915254237288,UT
